Date,Merchant,Category,Amount
2023-11-05,Chevron,transportation,23.89
2023-11-05,Olive Garden,restaurant,12.23
2023-11-06,Safeway,grocery,140.38
2023-11-06,McDonald's,restaurant,135.73
2023-11-07,Amtrak,transportation,80.39
2023-11-08,Hilton,hotel,123.96
2023-11-08,Best Western,hotel,172.1
2023-11-09,Amtrak,transportation,10.41
2023-11-10,Uber,transportation,49.14
2023-11-10,McDonald's,restaurant,119.31
2023-11-11,76 Gas,transportation,78.2
2023-11-11,BP Gas,transportation,34.21
2023-11-11,Chevron,transportation,15.0
2023-11-11,Whole Foods,grocery,121.04
2023-11-12,Panera Bread,restaurant,139.24
2023-11-12,Sheraton,hotel,175.6
2023-11-12,Olive Garden,restaurant,18.79
2023-11-14,Costco,grocery,57.08
2023-11-14,Comfort Inn,hotel,92.16
2023-11-15,Target,grocery,55.45
2023-11-15,Best Western,hotel,280.15
2023-11-15,Hyatt,hotel,306.86
2023-11-16,Olive Garden,restaurant,149.05
2023-11-16,Aldi,grocery,171.42
2023-11-17,Hyatt,hotel,107.95
2023-11-17,The Cheesecake Factory,restaurant,83.42
2023-11-17,Lyft,transportation,72.14
2023-11-17,Chevron,transportation,72.91
2023-11-17,Radisson,hotel,238.32
2023-11-18,Sheraton,hotel,233.12
2023-11-18,Subway,restaurant,111.7
2023-11-18,Red Lobster,restaurant,37.75
2023-11-19,Starbucks,restaurant,22.25
2023-11-19,Holiday Inn,hotel,221.61
2023-11-20,Lyft,transportation,79.53
2023-11-20,Metro Transit,transportation,45.41
2023-11-21,Costco,grocery,17.05
2023-11-23,Safeway,grocery,220.2
2023-11-24,Hilton,hotel,329.72
2023-11-24,Hilton,hotel,173.33
2023-11-25,Chevron,transportation,78.15
2023-11-26,Starbucks,restaurant,43.87
2023-11-27,76 Gas,transportation,13.53
2023-11-27,Hilton,hotel,162.68
2023-11-28,Red Lobster,restaurant,105.03
2023-11-28,Radisson,hotel,281.18
2023-11-28,BP Gas,transportation,31.74
2023-11-29,Subway,restaurant,65.9
2023-11-30,Safeway,grocery,203.27
2023-12-01,Metro Transit,transportation,27.11
2023-12-02,Metro Transit,transportation,34.67
2023-12-03,Hilton,hotel,164.21
2023-12-03,Marriott,hotel,342.71
2023-12-03,Chipotle,restaurant,94.14
2023-12-04,Taco Bell,restaurant,84.02
2023-12-04,Holiday Inn,hotel,330.06
2023-12-05,The Cheesecake Factory,restaurant,79.24
2023-12-06,Best Western,hotel,338.73
2023-12-08,Target,grocery,154.38
2023-12-09,The Cheesecake Factory,restaurant,100.8
2023-12-10,Olive Garden,restaurant,34.77
2023-12-10,Kroger,grocery,26.91
2023-12-10,Aldi,grocery,75.72
2023-12-10,Sheraton,hotel,188.15
2023-12-10,The Cheesecake Factory,restaurant,93.58
2023-12-10,Holiday Inn,hotel,289.17
2023-12-11,Shell Gas Station,transportation,62.33
2023-12-11,Whole Foods,grocery,242.02
2023-12-11,76 Gas,transportation,73.36
2023-12-12,Kroger,grocery,174.42
2023-12-12,Aldi,grocery,43.11
2023-12-12,Whole Foods,grocery,46.97
2023-12-14,Trader Joes,grocery,36.76
2023-12-15,Aldi,grocery,153.62
2023-12-16,Starbucks,restaurant,132.61
2023-12-16,Hyatt,hotel,266.79
2023-12-16,Costco,grocery,90.63
2023-12-16,Aldi,grocery,110.86
2023-12-17,Chipotle,restaurant,76.0
2023-12-19,Taco Bell,restaurant,94.06
2023-12-19,Metro Transit,transportation,32.94
2023-12-19,Best Western,hotel,230.43
2023-12-20,Hyatt,hotel,104.03
2023-12-22,Sheraton,hotel,268.26
2023-12-23,Chevron,transportation,37.51
2023-12-23,Shell Gas Station,transportation,10.63
2023-12-23,Shell Gas Station,transportation,20.93
2023-12-23,76 Gas,transportation,80.63
2023-12-24,Marriott,hotel,268.71
2023-12-24,Walmart,grocery,129.34
2023-12-24,Lyft,transportation,16.16
2023-12-25,Comfort Inn,hotel,338.58
2023-12-25,Best Western,hotel,242.42
2023-12-25,Red Lobster,restaurant,134.11
2023-12-26,Lyft,transportation,58.27
2023-12-26,Whole Foods,grocery,235.16
2023-12-26,Uber,transportation,69.53
2023-12-27,Hyatt,hotel,252.54
2023-12-27,Whole Foods,grocery,198.18
2023-12-28,Taco Bell,restaurant,145.39
2023-12-28,76 Gas,transportation,66.08
2023-12-28,Chick-fil-A,restaurant,48.77
2023-12-28,Metro Transit,transportation,12.51
2023-12-30,Kroger,grocery,35.29
2024-01-01,Hyatt,hotel,283.83
2024-01-02,Best Western,hotel,266.19
2024-01-02,McDonald's,restaurant,131.93
2024-01-03,Red Lobster,restaurant,20.31
2024-01-03,Panera Bread,restaurant,47.12
2024-01-04,Starbucks,restaurant,92.78
2024-01-05,Whole Foods,grocery,206.47
2024-01-05,Trader Joes,grocery,141.24
2024-01-06,Comfort Inn,hotel,293.7
2024-01-06,Shell Gas Station,transportation,71.82
2024-01-08,76 Gas,transportation,63.44
2024-01-09,Shell Gas Station,transportation,47.18
2024-01-10,Holiday Inn,hotel,309.6
2024-01-10,Costco,grocery,208.62
2024-01-10,Radisson,hotel,339.0
2024-01-10,Metro Transit,transportation,76.92
2024-01-11,76 Gas,transportation,80.11
2024-01-13,Red Lobster,restaurant,148.8
2024-01-13,Whole Foods,grocery,18.68
2024-01-14,Trader Joes,grocery,65.42
2024-01-14,Sheraton,hotel,134.68
2024-01-14,BP Gas,transportation,25.07
2024-01-14,Aldi,grocery,121.63
2024-01-14,Safeway,grocery,176.18
2024-01-14,Amtrak,transportation,63.52
2024-01-15,The Cheesecake Factory,restaurant,67.59
2024-01-15,Walmart,grocery,89.83
2024-01-16,Chevron,transportation,52.52
2024-01-16,The Cheesecake Factory,restaurant,59.11
2024-01-16,Uber,transportation,6.24
2024-01-17,Starbucks,restaurant,144.82
2024-01-17,Chipotle,restaurant,111.89
2024-01-18,Whole Foods,grocery,128.24
2024-01-18,Red Lobster,restaurant,75.96
2024-01-18,Comfort Inn,hotel,149.56
2024-01-19,Shell Gas Station,transportation,41.83
2024-01-19,Shell Gas Station,transportation,7.41
2024-01-20,Metro Transit,transportation,12.83
2024-01-20,Olive Garden,restaurant,110.83
2024-01-20,Taco Bell,restaurant,137.77
2024-01-21,Olive Garden,restaurant,105.12
2024-01-21,Hilton,hotel,123.15
2024-01-22,Shell Gas Station,transportation,38.39
2024-01-22,Trader Joes,grocery,82.99
2024-01-22,Olive Garden,restaurant,22.32
2024-01-22,Comfort Inn,hotel,207.92
2024-01-22,Marriott,hotel,157.19
2024-01-23,Sheraton,hotel,184.72
2024-01-23,Chevron,transportation,20.94
2024-01-24,Starbucks,restaurant,44.0
2024-01-24,Chevron,transportation,67.62
2024-01-25,Walmart,grocery,70.57
2024-01-25,Aldi,grocery,63.77
2024-01-25,Whole Foods,grocery,229.64
2024-01-25,Red Lobster,restaurant,69.17
2024-01-26,Radisson,hotel,120.22
2024-01-26,Amtrak,transportation,84.72
2024-01-27,Red Lobster,restaurant,126.6
2024-01-27,Starbucks,restaurant,103.34
2024-01-28,Holiday Inn,hotel,205.12
2024-01-28,Hilton,hotel,266.43
2024-01-28,Kroger,grocery,213.61
2024-01-29,Best Western,hotel,278.3
2024-01-30,Lyft,transportation,35.47
2024-01-30,Target,grocery,85.53
2024-01-30,Panera Bread,restaurant,57.4
2024-01-30,Holiday Inn,hotel,247.64
2024-02-01,Panera Bread,restaurant,22.88
2024-02-01,Hyatt,hotel,254.01
2024-02-01,Olive Garden,restaurant,77.44
2024-02-02,McDonald's,restaurant,48.78
2024-02-02,Chick-fil-A,restaurant,130.68
2024-02-04,Panera Bread,restaurant,144.29
2024-02-04,The Cheesecake Factory,restaurant,68.14
2024-02-04,Safeway,grocery,119.38
2024-02-05,Chipotle,restaurant,61.17
2024-02-05,Best Western,hotel,198.61
2024-02-05,Target,grocery,68.47
2024-02-06,Shell Gas Station,transportation,27.75
2024-02-06,Aldi,grocery,122.67
2024-02-06,Target,grocery,160.03
2024-02-06,Chipotle,restaurant,85.86
2024-02-07,Marriott,hotel,247.68
2024-02-08,Olive Garden,restaurant,149.22
2024-02-09,Hilton,hotel,306.75
2024-02-09,Amtrak,transportation,59.11
2024-02-09,Safeway,grocery,126.1
2024-02-10,BP Gas,transportation,82.5
2024-02-11,Red Lobster,restaurant,107.61
2024-02-11,Best Western,hotel,221.33
2024-02-12,Olive Garden,restaurant,105.05
2024-02-13,McDonald's,restaurant,146.93
2024-02-13,Safeway,grocery,132.84
2024-02-13,Chick-fil-A,restaurant,103.67
2024-02-14,Lyft,transportation,68.94
2024-02-14,Kroger,grocery,214.96
2024-02-14,Chevron,transportation,78.28
2024-02-14,Whole Foods,grocery,45.53
2024-02-15,Kroger,grocery,224.31
2024-02-15,Holiday Inn,hotel,192.21
2024-02-16,Holiday Inn,hotel,346.86
2024-02-16,Aldi,grocery,188.36
2024-02-17,Lyft,transportation,18.9
2024-02-17,Safeway,grocery,92.04
2024-02-17,Whole Foods,grocery,148.38
2024-02-18,Subway,restaurant,38.87
2024-02-18,Chipotle,restaurant,114.03
2024-02-19,Lyft,transportation,31.25
2024-02-21,Starbucks,restaurant,31.03
2024-02-21,Marriott,hotel,341.24
2024-02-22,Costco,grocery,213.55
2024-02-22,Metro Transit,transportation,60.73
2024-02-23,Aldi,grocery,199.72
2024-02-23,76 Gas,transportation,53.11
2024-02-23,Lyft,transportation,28.94
2024-02-23,Chevron,transportation,6.26
2024-02-23,Chevron,transportation,49.57
2024-02-24,Chipotle,restaurant,63.85
2024-02-24,Chick-fil-A,restaurant,88.05
2024-02-25,Hilton,hotel,132.75
2024-02-25,Kroger,grocery,141.24
2024-02-26,Radisson,hotel,101.91
2024-02-26,Panera Bread,restaurant,115.57
2024-02-27,Radisson,hotel,222.15
2024-02-28,Chevron,transportation,34.72
2024-02-29,Lyft,transportation,75.97
2024-02-29,Target,grocery,90.11
2024-03-01,Panera Bread,restaurant,43.65
2024-03-02,Marriott,hotel,190.83
2024-03-02,Target,grocery,248.78
2024-03-02,76 Gas,transportation,11.99
2024-03-02,Kroger,grocery,173.95
2024-03-03,Sheraton,hotel,300.49
2024-03-03,Panera Bread,restaurant,142.17
2024-03-04,Comfort Inn,hotel,258.16
2024-03-04,Taco Bell,restaurant,53.7
2024-03-05,Uber,transportation,80.1
2024-03-05,BP Gas,transportation,72.44
2024-03-05,Whole Foods,grocery,138.1
2024-03-06,Walmart,grocery,242.86
2024-03-07,Comfort Inn,hotel,274.14
2024-03-07,Whole Foods,grocery,20.41
2024-03-07,Hyatt,hotel,223.53
2024-03-08,Walmart,grocery,197.19
2024-03-08,Shell Gas Station,transportation,27.67
2024-03-09,Walmart,grocery,193.8
2024-03-09,The Cheesecake Factory,restaurant,91.9
2024-03-10,Best Western,hotel,300.79
2024-03-12,Comfort Inn,hotel,121.12
2024-03-12,Marriott,hotel,295.53
2024-03-14,Uber,transportation,60.39
2024-03-15,76 Gas,transportation,43.53
2024-03-15,Sheraton,hotel,299.03
2024-03-15,Chipotle,restaurant,14.8
2024-03-16,Subway,restaurant,28.44
2024-03-17,Red Lobster,restaurant,34.17
2024-03-18,Safeway,grocery,34.9
2024-03-18,Costco,grocery,161.7
2024-03-19,Olive Garden,restaurant,11.46
2024-03-19,Radisson,hotel,143.1
2024-03-19,Lyft,transportation,37.08
2024-03-20,Aldi,grocery,184.05
2024-03-20,The Cheesecake Factory,restaurant,86.76
2024-03-20,Marriott,hotel,90.33
2024-03-20,Kroger,grocery,147.14
2024-03-21,Radisson,hotel,146.15
2024-03-21,Walmart,grocery,106.93
2024-03-21,Walmart,grocery,223.12
2024-03-21,Amtrak,transportation,53.92
2024-03-22,Amtrak,transportation,29.8
2024-03-22,Whole Foods,grocery,115.85
2024-03-22,Costco,grocery,191.58
2024-03-22,Hyatt,hotel,148.41
2024-03-23,Whole Foods,grocery,249.41
2024-03-23,Chevron,transportation,49.23
2024-03-23,Taco Bell,restaurant,38.43
2024-03-23,Costco,grocery,98.26
2024-03-23,Shell Gas Station,transportation,60.57
2024-03-25,Safeway,grocery,205.35
2024-03-27,Whole Foods,grocery,56.77
2024-03-27,Olive Garden,restaurant,149.57
2024-03-28,Hilton,hotel,199.36
2024-03-28,Kroger,grocery,210.55
2024-03-29,Kroger,grocery,29.14
2024-03-30,Safeway,grocery,113.07
2024-03-30,BP Gas,transportation,42.26
2024-03-31,Whole Foods,grocery,228.2
2024-04-01,Panera Bread,restaurant,129.77
2024-04-01,Radisson,hotel,323.01
2024-04-01,Kroger,grocery,180.44
2024-04-01,Costco,grocery,50.2
2024-04-02,Trader Joes,grocery,57.03
2024-04-02,Sheraton,hotel,244.58
2024-04-02,Hilton,hotel,140.13
2024-04-03,Radisson,hotel,134.24
2024-04-03,Red Lobster,restaurant,32.99
2024-04-03,Safeway,grocery,126.29
2024-04-03,Best Western,hotel,278.64
2024-04-04,Taco Bell,restaurant,137.02
2024-04-04,Olive Garden,restaurant,19.47
2024-04-04,Chevron,transportation,54.86
2024-04-05,Marriott,hotel,276.12
2024-04-05,Starbucks,restaurant,88.81
2024-04-05,Lyft,transportation,8.28
2024-04-05,Lyft,transportation,67.67
2024-04-06,Sheraton,hotel,184.39
2024-04-06,Marriott,hotel,334.41
2024-04-06,Taco Bell,restaurant,129.21
2024-04-06,BP Gas,transportation,23.65
2024-04-06,Taco Bell,restaurant,66.32
2024-04-06,Radisson,hotel,89.78
2024-04-06,Target,grocery,214.06
2024-04-08,Chevron,transportation,6.44
2024-04-08,Starbucks,restaurant,116.69
2024-04-08,Trader Joes,grocery,183.36
2024-04-09,Marriott,hotel,196.88
2024-04-09,Chipotle,restaurant,132.38
2024-04-09,Hyatt,hotel,171.62
2024-04-10,Uber,transportation,37.19
2024-04-10,Uber,transportation,40.3
2024-04-10,Safeway,grocery,224.19
2024-04-10,Amtrak,transportation,15.5
2024-04-10,Metro Transit,transportation,83.29
2024-04-11,Hilton,hotel,287.87
2024-04-11,Chipotle,restaurant,113.34
2024-04-11,Safeway,grocery,114.14
2024-04-12,Safeway,grocery,133.08
2024-04-12,Chick-fil-A,restaurant,148.05
2024-04-12,Marriott,hotel,227.14
2024-04-13,Red Lobster,restaurant,74.69
2024-04-13,Taco Bell,restaurant,128.47
2024-04-14,Marriott,hotel,109.79
2024-04-14,Target,grocery,105.84
2024-04-14,Chick-fil-A,restaurant,139.03
2024-04-15,Metro Transit,transportation,44.76
2024-04-15,Radisson,hotel,133.54
2024-04-16,Kroger,grocery,39.4
2024-04-16,Trader Joes,grocery,233.2
2024-04-16,Kroger,grocery,18.46
2024-04-16,Red Lobster,restaurant,31.95
2024-04-19,Hyatt,hotel,171.84
2024-04-19,Chick-fil-A,restaurant,121.42
2024-04-19,BP Gas,transportation,78.7
2024-04-21,Safeway,grocery,191.1
2024-04-22,Radisson,hotel,107.26
2024-04-22,Amtrak,transportation,16.82
2024-04-23,76 Gas,transportation,57.94
2024-04-23,Panera Bread,restaurant,39.1
2024-04-23,Walmart,grocery,157.7
2024-04-24,Marriott,hotel,286.35
2024-04-24,Hilton,hotel,129.65
2024-04-24,Whole Foods,grocery,229.13
2024-04-26,Amtrak,transportation,50.68
2024-04-26,Holiday Inn,hotel,109.66
2024-04-26,Holiday Inn,hotel,241.68
2024-04-26,Lyft,transportation,56.63
2024-04-27,Panera Bread,restaurant,16.17
2024-04-28,Trader Joes,grocery,143.28
2024-04-28,Olive Garden,restaurant,101.66
2024-04-28,Sheraton,hotel,96.22
2024-04-28,McDonald's,restaurant,34.09
2024-04-29,Hilton,hotel,310.61
2024-04-29,Radisson,hotel,310.8
2024-04-30,76 Gas,transportation,54.52
2024-04-30,Red Lobster,restaurant,121.37
2024-05-02,Best Western,hotel,168.92
2024-05-03,McDonald's,restaurant,86.24
2024-05-05,Shell Gas Station,transportation,26.1
2024-05-05,Sheraton,hotel,170.78
2024-05-05,Target,grocery,147.49
2024-05-05,Lyft,transportation,33.41
2024-05-06,Hilton,hotel,273.13
2024-05-06,Kroger,grocery,91.72
2024-05-06,Subway,restaurant,91.23
2024-05-07,Whole Foods,grocery,235.67
2024-05-07,Chipotle,restaurant,147.17
2024-05-07,Hyatt,hotel,203.5
2024-05-07,Best Western,hotel,330.88
2024-05-07,Metro Transit,transportation,80.97
2024-05-07,Chick-fil-A,restaurant,85.31
2024-05-07,Whole Foods,grocery,107.77
2024-05-07,BP Gas,transportation,55.17
2024-05-09,Chick-fil-A,restaurant,45.61
2024-05-09,76 Gas,transportation,8.28
2024-05-09,Target,grocery,148.36
2024-05-09,Amtrak,transportation,58.16
2024-05-09,76 Gas,transportation,10.32
2024-05-11,Lyft,transportation,69.04
2024-05-12,Marriott,hotel,249.58
2024-05-13,76 Gas,transportation,21.37
2024-05-13,Shell Gas Station,transportation,62.1
2024-05-13,Metro Transit,transportation,34.54
2024-05-14,Walmart,grocery,240.17
2024-05-14,Marriott,hotel,118.06
2024-05-14,Comfort Inn,hotel,104.23
2024-05-14,Subway,restaurant,95.13
2024-05-14,Hilton,hotel,133.03
2024-05-15,Chevron,transportation,38.73
2024-05-16,Subway,restaurant,63.96
2024-05-18,Whole Foods,grocery,144.15
2024-05-18,Uber,transportation,75.52
2024-05-18,Amtrak,transportation,12.9
2024-05-19,Trader Joes,grocery,118.22
2024-05-19,Aldi,grocery,98.74
2024-05-19,Radisson,hotel,123.77
2024-05-19,Chick-fil-A,restaurant,98.5
2024-05-20,Costco,grocery,222.59
2024-05-21,Best Western,hotel,159.84
2024-05-21,Shell Gas Station,transportation,55.74
2024-05-21,Kroger,grocery,231.96
2024-05-22,Hyatt,hotel,292.2
2024-05-22,BP Gas,transportation,21.62
2024-05-22,Chipotle,restaurant,53.42
2024-05-22,Aldi,grocery,211.79
2024-05-22,Walmart,grocery,241.66
2024-05-23,The Cheesecake Factory,restaurant,15.14
2024-05-23,Target,grocery,219.27
2024-05-24,Safeway,grocery,151.84
2024-05-24,76 Gas,transportation,6.47
2024-05-24,McDonald's,restaurant,106.36
2024-05-24,Olive Garden,restaurant,43.13
2024-05-24,Metro Transit,transportation,13.29
2024-05-25,Chevron,transportation,9.25
2024-05-26,Lyft,transportation,10.52
2024-05-26,Safeway,grocery,231.48
2024-05-27,Uber,transportation,24.56
2024-05-27,Costco,grocery,164.99
2024-05-27,Safeway,grocery,189.96
2024-05-29,Trader Joes,grocery,19.46
2024-05-29,Chick-fil-A,restaurant,20.42
2024-05-30,Whole Foods,grocery,208.89
2024-05-30,Chipotle,restaurant,25.01
2024-05-31,Olive Garden,restaurant,69.99
2024-05-31,Lyft,transportation,15.97
2024-05-31,Subway,restaurant,56.08
2024-05-31,Best Western,hotel,298.7
2024-06-01,Subway,restaurant,12.08
2024-06-01,Hilton,hotel,283.81
2024-06-02,Red Lobster,restaurant,15.59
2024-06-03,Radisson,hotel,334.11
2024-06-03,Marriott,hotel,202.87
2024-06-03,Kroger,grocery,147.66
2024-06-03,Hyatt,hotel,145.35
2024-06-03,Target,grocery,181.52
2024-06-03,Lyft,transportation,47.24
2024-06-04,Hilton,hotel,210.7
2024-06-05,Target,grocery,79.57
2024-06-06,Starbucks,restaurant,49.6
2024-06-06,Metro Transit,transportation,52.24
2024-06-06,Whole Foods,grocery,157.9
2024-06-06,Metro Transit,transportation,48.82
2024-06-06,Red Lobster,restaurant,99.93
2024-06-07,Costco,grocery,230.91
2024-06-07,Amtrak,transportation,79.41
2024-06-07,Kroger,grocery,162.48
2024-06-08,Hilton,hotel,184.74
2024-06-09,Best Western,hotel,311.29
2024-06-10,Hyatt,hotel,131.28
2024-06-10,Walmart,grocery,48.2
2024-06-10,Starbucks,restaurant,94.43
2024-06-10,Radisson,hotel,258.61
2024-06-11,Target,grocery,130.34
2024-06-11,Hilton,hotel,272.11
2024-06-11,Subway,restaurant,15.8
2024-06-11,Starbucks,restaurant,42.96
2024-06-12,Holiday Inn,hotel,135.93
2024-06-13,Best Western,hotel,299.6
2024-06-13,Walmart,grocery,70.0
2024-06-13,Aldi,grocery,31.4
2024-06-15,Metro Transit,transportation,77.34
2024-06-15,Lyft,transportation,54.52
2024-06-15,Starbucks,restaurant,102.49
2024-06-17,Walmart,grocery,129.76
2024-06-17,Amtrak,transportation,65.52
2024-06-17,Panera Bread,restaurant,146.68
2024-06-18,Marriott,hotel,285.17
2024-06-20,McDonald's,restaurant,59.34
2024-06-20,Red Lobster,restaurant,55.0
2024-06-22,McDonald's,restaurant,139.34
2024-06-22,Target,grocery,226.16
2024-06-23,Trader Joes,grocery,23.32
2024-06-23,The Cheesecake Factory,restaurant,8.74
2024-06-23,Best Western,hotel,311.86
2024-06-24,Chevron,transportation,72.26
2024-06-25,Chick-fil-A,restaurant,18.33
2024-06-26,Kroger,grocery,143.18
2024-06-26,Chevron,transportation,22.13
2024-06-26,The Cheesecake Factory,restaurant,35.13
2024-06-27,Uber,transportation,13.89
2024-06-28,Chevron,transportation,10.55
2024-06-28,Marriott,hotel,225.21
2024-06-28,Best Western,hotel,193.31
2024-06-29,Panera Bread,restaurant,80.03
2024-06-29,Chevron,transportation,59.59
2024-06-30,Starbucks,restaurant,116.18
2024-07-01,Amtrak,transportation,66.58
2024-07-01,Best Western,hotel,177.02
2024-07-02,Uber,transportation,83.96
2024-07-04,Costco,grocery,246.23
2024-07-05,Red Lobster,restaurant,103.74
2024-07-05,Radisson,hotel,250.82
2024-07-06,Best Western,hotel,269.36
2024-07-07,Marriott,hotel,220.14
2024-07-07,Hilton,hotel,198.31
2024-07-08,Target,grocery,164.34
2024-07-08,76 Gas,transportation,11.94
2024-07-08,Subway,restaurant,109.55
2024-07-08,Holiday Inn,hotel,156.01
2024-07-08,Shell Gas Station,transportation,58.43
2024-07-09,Trader Joes,grocery,126.45
2024-07-09,Holiday Inn,hotel,200.59
2024-07-09,Whole Foods,grocery,182.67
2024-07-10,Holiday Inn,hotel,182.99
2024-07-11,Subway,restaurant,93.17
2024-07-12,Chevron,transportation,6.29
2024-07-12,Subway,restaurant,61.27
2024-07-13,Kroger,grocery,53.42
2024-07-13,Taco Bell,restaurant,22.9
2024-07-13,Best Western,hotel,224.48
2024-07-14,Uber,transportation,29.96
2024-07-14,Holiday Inn,hotel,185.7
2024-07-14,Starbucks,restaurant,95.84
2024-07-15,Uber,transportation,73.0
2024-07-15,Panera Bread,restaurant,48.37
2024-07-16,Whole Foods,grocery,150.42
2024-07-16,Lyft,transportation,5.59
2024-07-20,Target,grocery,241.41
2024-07-21,BP Gas,transportation,73.1
2024-07-21,Target,grocery,120.58
2024-07-21,Holiday Inn,hotel,172.64
2024-07-22,Chipotle,restaurant,90.57
2024-07-23,Lyft,transportation,39.45
2024-07-24,Holiday Inn,hotel,259.1
2024-07-25,Kroger,grocery,194.68
2024-07-26,Uber,transportation,81.77
2024-07-26,BP Gas,transportation,80.42
2024-07-26,Comfort Inn,hotel,94.48
2024-07-27,Radisson,hotel,168.41
2024-07-27,Sheraton,hotel,295.02
2024-07-29,Red Lobster,restaurant,10.03
2024-07-30,Radisson,hotel,147.71
2024-07-30,Marriott,hotel,173.82
2024-07-30,Hyatt,hotel,296.27
2024-07-30,Panera Bread,restaurant,115.64
2024-07-31,Trader Joes,grocery,21.55
2024-07-31,McDonald's,restaurant,87.01
2024-08-01,Holiday Inn,hotel,309.99
2024-08-02,Taco Bell,restaurant,29.94
2024-08-02,Marriott,hotel,156.59
2024-08-02,Chipotle,restaurant,31.58
2024-08-02,Starbucks,restaurant,62.57
2024-08-02,Starbucks,restaurant,74.3
2024-08-03,Kroger,grocery,222.29
2024-08-03,Hilton,hotel,269.13
2024-08-03,Radisson,hotel,281.22
2024-08-03,Olive Garden,restaurant,54.32
2024-08-04,Metro Transit,transportation,41.12
2024-08-04,76 Gas,transportation,42.21
2024-08-05,Metro Transit,transportation,41.49
2024-08-05,Target,grocery,187.65
2024-08-05,The Cheesecake Factory,restaurant,114.43
2024-08-06,Marriott,hotel,281.8
2024-08-06,Red Lobster,restaurant,98.36
2024-08-07,Kroger,grocery,237.14
2024-08-08,Radisson,hotel,110.38
2024-08-10,Marriott,hotel,231.98
2024-08-10,Walmart,grocery,40.96
2024-08-10,Metro Transit,transportation,78.31
2024-08-10,Shell Gas Station,transportation,35.02
2024-08-12,Metro Transit,transportation,58.24
2024-08-12,Subway,restaurant,143.44
2024-08-12,Kroger,grocery,235.31
2024-08-13,Subway,restaurant,23.92
2024-08-14,Marriott,hotel,195.72
2024-08-15,Hilton,hotel,255.48
2024-08-15,Uber,transportation,58.36
2024-08-16,Safeway,grocery,61.88
2024-08-16,Comfort Inn,hotel,207.67
2024-08-17,McDonald's,restaurant,47.56
2024-08-18,Shell Gas Station,transportation,24.93
2024-08-18,Target,grocery,160.09
2024-08-18,Amtrak,transportation,5.63
2024-08-18,BP Gas,transportation,8.74
2024-08-19,Trader Joes,grocery,248.71
2024-08-19,Olive Garden,restaurant,44.1
2024-08-20,Radisson,hotel,226.52
2024-08-21,Radisson,hotel,201.49
2024-08-21,Costco,grocery,131.98
2024-08-22,Chick-fil-A,restaurant,89.55
2024-08-22,Lyft,transportation,9.14
2024-08-23,Panera Bread,restaurant,16.69
2024-08-23,Metro Transit,transportation,58.07
2024-08-24,Panera Bread,restaurant,46.5
2024-08-24,Shell Gas Station,transportation,31.02
2024-08-25,Marriott,hotel,109.81
2024-08-26,Aldi,grocery,74.42
2024-08-27,Walmart,grocery,131.33
2024-08-27,Target,grocery,19.14
2024-08-27,Marriott,hotel,103.57
2024-08-27,Holiday Inn,hotel,255.96
2024-08-28,Best Western,hotel,263.12
2024-08-28,Olive Garden,restaurant,142.57
2024-08-29,Olive Garden,restaurant,75.82
2024-08-29,Target,grocery,107.81
2024-08-30,Subway,restaurant,135.78
2024-08-30,Lyft,transportation,76.28
2024-08-30,Chevron,transportation,58.75
2024-08-30,Red Lobster,restaurant,143.35
2024-08-31,Walmart,grocery,134.52
2024-09-01,Olive Garden,restaurant,8.8
2024-09-01,Best Western,hotel,279.25
2024-09-03,76 Gas,transportation,39.5
2024-09-03,Hyatt,hotel,280.66
2024-09-03,Chick-fil-A,restaurant,23.4
2024-09-03,Trader Joes,grocery,222.67
2024-09-04,Walmart,grocery,82.34
2024-09-05,Metro Transit,transportation,35.83
2024-09-06,Shell Gas Station,transportation,72.42
2024-09-06,Chevron,transportation,84.74
2024-09-07,Panera Bread,restaurant,62.75
2024-09-07,Target,grocery,192.67
2024-09-07,Holiday Inn,hotel,225.77
2024-09-08,Kroger,grocery,127.59
2024-09-08,Marriott,hotel,166.91
2024-09-08,Starbucks,restaurant,20.63
2024-09-09,Comfort Inn,hotel,282.73
2024-09-09,Panera Bread,restaurant,109.81
2024-09-11,Kroger,grocery,111.13
2024-09-11,Holiday Inn,hotel,269.93
2024-09-11,Taco Bell,restaurant,21.52
2024-09-12,Target,grocery,50.83
2024-09-12,76 Gas,transportation,43.66
2024-09-15,Marriott,hotel,263.15
2024-09-15,Subway,restaurant,116.48
2024-09-15,Olive Garden,restaurant,147.57
2024-09-16,Red Lobster,restaurant,40.27
2024-09-16,Starbucks,restaurant,141.8
2024-09-16,Walmart,grocery,101.53
2024-09-16,Comfort Inn,hotel,154.8
2024-09-17,Panera Bread,restaurant,137.16
2024-09-17,Walmart,grocery,93.56
2024-09-18,Hilton,hotel,192.52
2024-09-18,BP Gas,transportation,7.7
2024-09-18,Radisson,hotel,194.42
2024-09-19,McDonald's,restaurant,76.96
2024-09-19,Amtrak,transportation,39.53
2024-09-20,Comfort Inn,hotel,137.05
2024-09-20,Kroger,grocery,60.76
2024-09-20,Trader Joes,grocery,188.49
2024-09-20,Costco,grocery,86.58
2024-09-21,McDonald's,restaurant,140.9
2024-09-21,Uber,transportation,60.72
2024-09-21,Kroger,grocery,184.36
2024-09-22,Chipotle,restaurant,87.6
2024-09-23,Walmart,grocery,79.65
